date,open,high,low,close,volume,bar_type,swing_point,swing_high,swing_low,swing,mvf,ldv,weekly_open,weekly_high,weekly_low,weekly_close,lwv,direction,dow_point,peak,trough,intersection,dow_cross
2025-12-01 09:15:00,60230.0,60299.8,60118.2,60199.0,138075,DB,60118.2,,60118.2,low,,0,,,,,,,,,,,
2025-12-01 09:30:00,60199.0,60295.0,60183.6,60257.2,67900,ISB,,,,,,0,,,,,,-1.0,60118.2,,60118.2,,
2025-12-01 09:45:00,60260.0,60290.0,60225.0,60237.2,21245,ISB,,,,,,0,,,,,,-1.0,60118.2,,60118.2,,
2025-12-01 10:00:00,60237.2,60294.0,60230.0,60282.4,16275,ISB,,,,,,1,,,,,,-1.0,60118.2,,60118.2,,
2025-12-01 10:15:00,60282.4,60299.0,60250.2,60294.8,20965,ISB,,,,,,1,,,,,,-1.0,60118.2,,60118.2,,
2025-12-01 10:30:00,60294.8,60353.2,60272.8,60297.2,50330,DB,60353.2,60353.2,,high,,1,,,,,,-1.0,60118.2,,60118.2,,
2025-12-01 10:45:00,60297.2,60298.8,60190.4,60250.0,28350,DB,,,,,,1,,,,,,-1.0,60118.2,,60118.2,,
2025-12-01 11:00:00,60250.0,60250.0,60205.0,60250.0,9590,ISB,,,,,,1,,,,,,-1.0,60118.2,,60118.2,,
2025-12-01 11:15:00,60250.0,60268.6,60215.0,60225.0,7595,ISB,,,,,,0,,,,,,-1.0,60118.2,,60118.2,,
2025-12-01 11:30:00,60225.0,60242.8,60071.2,60096.0,37240,DB,,,,,,0,,,,,,-1.0,60118.2,60353.2,,60118.2,60118.2
2025-12-01 11:45:00,60096.0,60103.0,59952.2,60079.8,123515,DB,,,,,,0,,,,,,1.0,60353.2,60353.2,,,
2025-12-01 12:00:00,60079.8,60091.6,59892.4,59955.0,58065,DB,,,,,,0,,,,,,1.0,60353.2,60353.2,,,
2025-12-01 12:15:00,59955.0,59984.0,59890.0,59965.8,38675,DB,59890.0,,59890.0,low,,1,,,,,,1.0,60353.2,60353.2,,,
