Date,Open,High,Low,Close,SSC,plot_dowPeak,plot_dowTrough,last_dow_profit,ATR20,LDV4,LWV4,MVF
29/08/2022,51100,51369,50830,51250,nan,51846,nan,-448,546.5,1,0,2.26692
26/08/2022,51636,51685,51120,51238,nan,53113,nan,-448,536.65,1,0,0.59503
25/08/2022,51497,51846,51497,51702,51846,53113,nan,-448,541.1,1,1,0.396503
24/08/2022,51350,51569,51290,51439,nan,53113,nan,-448,533.15,1,1,0.289663
23/08/2022,51211,51520,51051,51417,nan,53113,nan,-448,531.2,1,1,0.711827
22/08/2022,51409,51409,50971,51163,50971,53113,51115,-448,525.1,1,1,0.375271
19/08/2022,51524,51671,51435,51479,nan,nan,51115,-1068,527.45,1,1,0.0854717
18/08/2022,51644,51870,51565,51603,nan,nan,51115,-1068,554.5,0,0,0.0736391
17/08/2022,51843,51965,51470,51543,nan,nan,51115,-1068,551.85,0,0,0.141629
16/08/2022,52265,52265,51770,51837,nan,nan,51115,-1068,541,0,0,0.129251
12/08/2022,52382,52610,52263,52585,nan,nan,51115,-1068,525.9,1,0,0.612342
11/08/2022,52144,52520,52014,52336,nan,nan,51115,-1068,524.7,1,0,0.615255
10/08/2022,52450,52620,52207,52241,nan,nan,51115,-1068,536.15,0,0,0.065083
9/08/2022,52350,52600,52279,52489,nan,nan,51115,-1068,554.8,0,0,0.400084
8/08/2022,51793,52333,51793,52288,nan,nan,51115,-1068,556.55,0,0,0.94668
5/08/2022,52201,52401,52201,51704,nan,nan,51115,-1068,537.75,0,0,-0.961241
4/08/2022,51651,53113,51550,52009,53113,nan,51115,-1068,548.5,0,0,0.88254
3/08/2022,51300,52450,51171,51694,nan,nan,51115,-1068,486.85,1,0,1.01172
2/08/2022,51563,51584,51135,51310,nan,51501,51115,-1068,476.4,1,0,0.341064
1/08/2022,51250,51489,51115,51263,51115,52300,nan,-722,505.4,0,0,0.364508
29/07/2022,51490,51501,51159,51426,51501,52300,nan,-722,505.85,0,0,1.84759
28/07/2022,50760,51391,50760,51304,nan,52300,nan,-722,564.5,0,0,2.6131
27/07/2022,50568,50753,50505,50720,nan,52300,nan,-722,558.85,1,0,0.423896
26/07/2022,50598,50705,50465,50584,nan,52300,nan,-722,571.75,1,0,0.520412
25/07/2022,50673,50793,50446,50536,nan,52300,nan,-722,577.55,1,0,0.739837
22/07/2022,50385,50870,50315,50644,nan,52300,nan,-722,580.45,1,0,0.997599
21/07/2022,50000,50480,49703,50375,49703,52300,nan,-722,569.25,1,0,2.2018
20/07/2022,50275,50465,50191,50225,nan,52300,nan,-722,555.4,1,0,1.24159
19/07/2022,50300,50489,50211,50320,nan,52300,nan,-722,572.9,1,0,1.36139
18/07/2022,50150,50620,50150,50361,50620,52300,nan,-722,574,0,0,1.48122
15/07/2022,50262,50280,49957,50107,49957,52300,nan,-722,561.95,0,0,1.86036
14/07/2022,50725,50729,50067,50228,nan,52300,nan,-722,564,0,1,1.50883
13/07/2022,50431,50946,50160,50802,nan,52300,nan,-722,567.1,1,1,1.62005
12/07/2022,50680,50794,50438,50457,nan,52300,nan,-722,561.1,1,1,0.0376558
11/07/2022,50709,50869,50616,50644,nan,52300,nan,-722,569.1,1,1,0.0552879
8/07/2022,50670,50973,50366,50779,nan,52300,50433,-722,613.95,0,1,0.813328
7/07/2022,50661,50830,50562,50621,nan,nan,50433,-474,652.45,0,1,2.20305
6/07/2022,51382,51520,50450,50500,nan,nan,50433,-474,652.45,0,1,2.41968
5/07/2022,52199,52279,51250,51302,nan,nan,50433,-474,614.15,0,1,0.101361
4/07/2022,52050,52300,52000,52122,52300,nan,50433,-474,582.15,0,1,0.234066
1/07/2022,51000,52032,50727,51917,nan,nan,50410,-474,578.9,0,1,2.29212
30/06/2022,50740,50991,50433,50517,50433,nan,50410,-474,505.7,1,1,0.888277
29/06/2022,50779,51146,50640,50729,51146,nan,50410,-474,506.35,1,1,1.19988
28/06/2022,50604,50960,50604,50822,nan,nan,50410,-474,503.1,1,1,0.428948
27/06/2022,50730,50980,50575,50649,nan,nan,50151,-474,504.3,1,1,0.550585
24/06/2022,50549,50741,50410,50623,50410,nan,50151,-474,494.6,1,1,0.991849
23/06/2022,50800,51060,50560,50594,nan,nan,50151,-474,488.85,1,1,0.69724
22/06/2022,50691,51146,50522,50904,nan,nan,50151,-474,480.85,1,1,0.750432
21/06/2022,50827,50950,50650,50760,nan,nan,50151,-474,472.25,1,1,0.520475
