date,open,high,low,close
2022-06-23,32894.9,33444.8,32656.2,33187.1
2022-06-22,33050,33099.9,32750,32837.9
2022-06-21,32956,33641.2,32841.6,33238.9
2022-06-20,32879.9,32977,32447,32716.4
2022-06-17,32499.9,32942,32335,32789.2
2022-06-16,33685,33798,32561,32633.8
2022-06-15,33400,33586.2,33301,33398.2
2022-06-14,33390,33701.1,33185.2,33377.1
2022-06-13,33850,33888.7,33234,33431.4
2022-06-10,34800,34862.1,34401.3,34554.9
2022-06-09,34810,35196.4,34735,35131.2
2022-06-08,35200,35555.6,34891.1,35010.8
2022-06-07,35149.2,35270,34916,35091.2
2022-06-06,35203.3,35527,35141,35399.6
2022-06-03,36000.2,36333,35260,35369.5
2022-06-02,35594,35769.3,35454.7,35698.1
2022-06-01,35290,35803.3,35290,35655.4
2022-05-31,35675,35938.7,35335.1,35514.8
2022-05-30,35976,36132.8,35791,35880.3
2022-05-27,35398,35725,35308,35631.7
2022-05-26,34551,35124.9,34410,35056.9
2022-05-25,34395.9,34686.9,34280,34330.2
2022-05-24,34146.1,34567,34080.8,34226.3
2022-05-23,34305,34815.4,34071.9,34191.3
2022-05-20,33620,34341.8,33606,34242.7
2022-05-19,33510,33600,33160,33274.3
2022-05-18,34450,34620,34092.4,34140.2
2022-05-17,33754,34375.4,33670.3,34307.8
2022-05-16,33232.3,33849.2,33005.2,33596.6
2022-05-13,33950,34023,33025,33136.3
2022-05-12,34301.2,34404.8,33307.1,33569.1
2022-05-11,34666,34797.1,34172.4,34728.9
2022-05-10,34222.1,34817,34218,34515.8
2022-05-09,34205.2,34582.2,33956.9,34318.4
2022-05-06,34650,34833.8,34383,34632.3
2022-05-05,35674,35989.9,35161.8,35251.5
2022-05-04,36280.1,36340,35146,35308.2
2022-05-02,35629,36279.5,35629,36208.6
2022-04-29,36675,36770.6,36039.6,36144.2
2022-04-28,36190,36500,35934.2,36398.7
2022-04-27,36011,36194.2,35761.1,36090.7
2022-04-26,36573.2,36629,36287.3,36455.2
2022-04-25,35750,36295.5,35501.1,36150.3
2022-04-22,36650,36700,36031,36093.8
2022-04-21,36599.9,37050,36478,36930.2
2022-04-20,36399.8,36619.1,36175.6,36422.5
2022-04-19,36990,37229.3,35970.2,36403.2
2022-04-18,36900.3,37084.2,36555.6,36906.3
2022-04-13,38000,38093.8,37521.6,37576.5
2022-04-12,37500,38030,37400,37878.1
2022-04-11,37749.8,38097,37681.2,37751.3
2022-04-08,37731,38089.5,37566.7,37985.2
2022-04-07,37500,38180,37400,37764.1
2022-04-06,37738,38036.6,37642.1,37754.3
2022-04-05,38750,38780,38010,38139
2022-04-04,37855,38744.3,37565.1,38650.1
2022-04-01,36407,37250,36337.1,37201.7
2022-03-31,36899,36899,36265.2,36377.8
2022-03-30,36350.1,36433.2,36084,36347.8
2022-03-29,36070,36070,35543,35959
2022-03-28,35575,35910,35080.1,35848.2
2022-03-25,35700,35788,35259,35558.8
2022-03-24,35700,36057,35502,35641.2
2022-03-23,36820,36858.5,36113.3,36205.3
2022-03-22,35816.1,36590,35475,36482.8
2022-03-21,36510,36600,35941.6,36093.2
2022-03-17,36340,36612.3,36322.2,36432.4
2022-03-16,35532,35861.1,35506,35804.1
2022-03-15,35400,35675,34703.6,35019.8
2022-03-14,34615.1,35465,34615.1,35319.1
2022-03-11,34320,34936,34153.2,34595.8
2022-03-10,35000,35424.2,34230.4,34547.2
2022-03-09,33300,34025,33052.1,33888.3
2022-03-08,32575.6,33361.6,32251.4,33253.9
2022-03-07,33678,33678,32450.2,32975.4
2022-03-04,34666.6,35172.3,34153.5,34455.4
2022-03-03,35749,35867.8,34811.5,35041.1
2022-03-02,35548,35655,34935.7,35463.4
2022-02-28,36076,36344.4,35655.2,36261.7
2022-02-25,35699,36729.8,35699,36421.8
2022-02-24,36150,36761,35201.1,35335.5
2022-02-23,37600.2,37757.1,37350.1,37432.1
2022-02-22,36935.3,37638.8,36906.6,37350.8
2022-02-21,37430,38059.5,37174.3,37656.9
2022-02-18,37350,37835,37203.6,37591.3
2022-02-17,38002.1,38109,37413.2,37502.8
2022-02-16,38300,38475,37771.2,37909.6
2022-02-15,36990,38240,36646.9,38187.2
2022-02-14,37725.2,37999,36807.6,36920.2
2022-02-11,38700.1,38826.6,38405.6,38517.5
2022-02-10,38890,39254.9,38592,39054
2022-02-09,38310,38733.7,38250.2,38704.3
2022-02-08,38201.1,38275,37386.1,38133.1
2022-02-07,38625,38934,37891,38101.7
2022-02-04,38999.8,39365,38655.6,38870.6
2022-02-03,39401.1,39540,38920,39067.3
2022-02-02,39888.7,39888.7,38877.8,39437.1
2022-02-01,38505.2,38915,37767,38622.8
2022-01-31,38150,38296,37757,38113.8
2022-01-28,38469.7,38550,37716.7,37824.3
2022-01-27,37000,38050,37000,37934.6
2022-01-25,36545,37808.9,36470.8,37720.5
2022-01-24,37599.8,39255,36410.1,36966.8
2022-01-21,37700.2,37814.5,37276,37598.1
2022-01-20,38222.2,38264.9,37688,37977.8
2022-01-19,38178.5,38408.6,37850,38156.6
2022-01-18,38425,38965.7,38149,38289.6
2022-01-17,38283,38714.9,38251,38368.2
2022-01-14,38349,38566.3,38110,38491.1
2022-01-13,38898,38898,38502,38591.5
2022-01-12,38800,38957,38721,38864.7
2022-01-11,38477.8,38635,38180,38548
2022-01-10,38025,38520,38000.2,38468.3
2022-01-07,37775,38250,37504,37857
2022-01-06,37410,37909.7,37179.1,37629.2
2022-01-05,37000.5,37988,36850.4,37795.2
2022-01-04,36700,37023.4,36492.1,36977.3
2022-01-03,36621,36644,35650.3,36582.5
2021-12-31,35256,35750,35200,35628.2
2021-12-30,34955.1,35164.2,34743.9,35039.3
2021-12-29,35201.2,35398,34906.2,35034.6
2021-12-28,35324,35375,35050,35221.2
2021-12-27,34550,35198.4,34264.3,35091.8
2021-12-24,35250,35315,34614,34874.8
2021-12-23,35377,35550,35090.1,35207.8
2021-12-22,34849.7,35169.5,34746,35091.1
2021-12-21,34848.7,35123.2,34429.2,34676.9
2021-12-20,35300.1,35350,34123.1,34547.3
2021-12-17,36639.8,36680.2,35642.6,35749.1
2021-12-16,37199,37279,36545,36711.5
2021-12-15,37000.1,37218,36901,36948.9
2021-12-14,36922.2,37200,36649,37042.5
2021-12-13,37500,37717,37025,37145.2
2021-12-10,37103.7,37296,36927.5,37246.3
2021-12-09,37452.5,37590,37017.2,37228.2
2021-12-08,37049,37475,37006.6,37402.3
2021-12-07,36100,36964,36100,36744.7
2021-12-06,36485,36489.1,35839.2,35891
2021-12-03,36645,36966,36175,36350.3
2021-12-02,36401,36690,36282,36633
2021-12-01,35790,36543,35790,36468.2
2021-11-30,36144.8,36849,35645.7,35780.2
2021-11-29,36230,36471,35459,36100.5
2021-11-26,37055.2,37093.8,36025.1,36157.8
2021-11-25,37324,37538.7,37115,37358.8
2021-11-24,37401,37895.5,37239.5,37465
2021-11-23,36921.7,37475,36682,37284.3
2021-11-22,38199.9,38214.1,36680.1,37182.1
2021-11-18,38102.3,38314.9,37821.3,38105.7
2021-11-17,38150,38562.8,38055,38139.4
2021-11-16,38800,38849.8,38292.5,38404.2
2021-11-15,38950,39179.7,38712.1,38858
2021-11-12,38171.1,38949,38171.1,38871.3
2021-11-11,39044,39044,38443,38686.1
2021-11-10,39337,39350,38986,39120.6
2021-11-09,39675,39708,39351.8,39544.6
2021-11-08,39615.1,39751,39051,39652.5
2021-11-04,39600.6,39780,39574,39632.7
2021-11-03,40106,40295,39412.5,39496.6
2021-11-02,40075,40250,39725,40081.6
2021-11-01,39555,40116,39254.2,40028.1
2021-10-29,39645,39890.8,38606.9,39314.5
2021-10-28,40877,40949,39476,39567.6
2021-10-27,41305,41364.4,40840.4,40960
2021-10-26,41214.9,41424,40876.1,41360.5
2021-10-25,40806,41820.8,40455.1,41271.9
2021-10-22,40251.2,40582.5,40195.8,40396.4
2021-10-21,39733,40326.8,39482.3,40105.1
2021-10-20,39512.5,39850,39394.8,39654.9
2021-10-19,39960,40040.5,39409,39633.3
2021-10-18,39785,40002,39612.2,39782.5
2021-10-14,38726.2,39425,38702,39402.3
2021-10-13,38750.1,38836.8,38555,38718.3
2021-10-12,38259,38668,38180,38588.3
2021-10-11,38000,38569.7,37859.2,38373.5
2021-10-08,38030,38200,37788.5,37917.1
2021-10-07,37912,38049.9,37768.1,37886.3
2021-10-06,37887.8,38190,37560,37624.3
2021-10-05,37600,37912,37472.2,37864.2
2021-10-04,37445,37785,37445,37735.2
2021-10-01,37321,37425,36950.2,37356.4
2021-09-30,37810.1,37913.2,37384.4,37428.8
2021-09-29,37675.7,38048.8,37392.7,37878.5
2021-09-28,38350.1,38377,37351,38044.2
2021-09-27,37994,38395.6,37974.4,38224.8
2021-09-24,38051.5,38174.9,37720,37854.3
2021-09-23,37350,37910.2,37273,37861.1
2021-09-22,37349,37440,36990,37100.3
2021-09-21,37300,37435,36609.3,37370.5
2021-09-20,37525,37885,37145.4,37224.2
2021-09-17,37990,38224.7,37466,37850.1
2021-09-16,37020,37855.7,36984.1,37780.2
2021-09-15,36761.1,37064.8,36590.3,36968.2
2021-09-14,36701,36839,36616.2,36714.5
2021-09-13,36730.6,36744.9,36412,36576.6
2021-09-09,36725.2,36963.4,36651,36772.6
2021-09-08,36619,36946,36502,36881.7
2021-09-07,36700.1,36838.5,36251.2,36586
2021-09-06,36995,37037,36690.1,36757.2
2021-09-03,37039,37249,36670.1,36899.8
2021-09-02,36511,37033.8,36511,36969.2
2021-09-01,36625.1,37085,36558,36699
2021-08-31,36498,36690,36321.8,36513.5
2021-08-30,35825.2,36532.3,35820,36478.8
2021-08-27,35677.7,35817.2,35470.8,35725.5
2021-08-26,35520,35788,35425,35612.2
2021-08-25,35761.1,35910,35520,35617.7
2021-08-24,35152.1,35817.6,35085,35719.3
2021-08-23,35401,35401,34850,35159.2
2021-08-20,35012.2,35329,34902,35063
2021-08-18,36275,36280,35477,35601.3
2021-08-17,35988.7,36060,35690.8,35937.8
2021-08-16,36151.1,36296.3,36071,36140.2
2021-08-13,36100,36269.2,35960,36211.8
2021-08-12,35825.4,36128,35793.1,36063.8
2021-08-11,36250.2,36275,35670,35917.2
2021-08-10,36040,36395.2,36012,36135.1
2021-08-09,35900,36278,35804.1,36128.6
2021-08-06,35953.6,36182.5,35787.1,35941.1
2021-08-05,36116.5,36174.7,35751,35954.1
2021-08-04,35425.1,36275,35413,36094.3
2021-08-03,34825.1,35347,34782.1,35296.7
2021-08-02,34820.5,34987.2,34678.2,34825.8
2021-07-30,34800,34850,34545.1,34673.2
2021-07-29,34675.2,34777.1,34482.9,34691.4
2021-07-28,34768.5,34829,34118.2,34559.3
2021-07-27,35040,35188,34710.3,34817.8
2021-07-26,34889,35155,34731.8,34962.8
2021-07-23,34800,35129.9,34405.5,35040.9
2021-07-22,34802,35049,34599.9,34724.8
2021-07-20,34955.7,35000.8,34440,34487.1
2021-07-19,35222.2,35450,34965.5,35170.8
2021-07-16,36049.9,36075.9,35737,35856.5
2021-07-15,35760.1,36068,35718.7,35988.2
2021-07-14,35650,35885,35555.2,35755.6
2021-07-13,35530,35815,35461.2,35761.7
2021-07-12,35386,35569.3,35152.1,35311.6
2021-07-09,35326.3,35372,34980,35270.3
2021-07-08,35712,35944.2,35261.6,35411
2021-07-07,35599.7,35899,35470.1,35865.6
2021-07-06,35274,35925,35274,35677.4
2021-07-05,35080,35366,35055.6,35336.9
2021-07-02,34934,35099,34760,34951.7
2021-07-01,34975.8,35086.3,34810.8,34853.1
2021-06-30,35227.8,35392.3,34892.5,34937.6
2021-06-29,35250.5,35467.1,35090.1,35186.1
2021-06-28,35699,35990,35350,35516.2
2021-06-25,35050.2,35665.5,35001.1,35488.7
2021-06-24,34699.2,34970,34579.3,34819.9
2021-06-23,34949.7,34972,34555.1,34611.9
2021-06-22,35110,35286.8,34719.1,34775.8
2021-06-21,34388,34949,33955.1,34911.1
2021-06-18,34800,34837.8,33937,34596.8
2021-06-17,34699.9,34970.1,34486.4,34682.2
2021-06-16,35233,35463.9,35005,35101.3
2021-06-15,35035,35426,34960.6,35330.4
2021-06-14,35024,35130,34455,35065.1
2021-06-11,35420,35475,34977.7,35169.3
2021-06-10,34980,35320,34830,35266.3
2021-06-09,35281,35547.6,34757.7,34929.3
2021-06-08,35536.8,35569.8,35123,35265.3
2021-06-07,35540.1,35740,35494,35622.2
2021-06-04,35770,35960.8,35350,35508.5
2021-06-03,35662.2,35890,35553,35782
2021-06-02,35380,35560,35180,35524.2
2021-06-01,35678,35797.5,35314,35454.1
2021-05-31,35280,35650,35063.2,35602.9
2021-05-28,35499,35670,35150,35321.8
2021-05-27,34605.6,35110.3,34522.1,35053.5
2021-05-26,34810,34989.9,34502.2,34723.9
2021-05-25,35149,35194,34434,34758.1
2021-05-24,34900,35348,34556,34998.1
2021-05-21,33600.2,34855,33589.9,34763.2
2021-05-20,33779,33913.8,33387,33445.7
2021-05-19,33810,34030,33655,33800.8
2021-05-18,33944.8,34244,33801.1,34045.2
2021-05-17,32452,33605.2,32366,33548.8
2021-05-14,32500,32698.7,32184,32265.2
2021-05-12,32775,32817,32423,32520.3
2021-05-11,32755,33288.9,32700,32952.5
2021-05-10,33250,33500,33165,33302.7
2021-05-07,33203.3,33367.7,32861.7,33038.4
2021-05-06,33107.8,33144.4,32655,32953.8
2021-05-05,32730,33060.7,32134.7,32973.7
2021-05-04,32755,33206,32316.5,32422.5
2021-05-03,32350,32757.7,31625,32655.9
2021-04-30,33197.7,33599.7,32812.1,32893.6
2021-04-29,33902.2,34298.8,33271.8,33729.6
2021-04-28,32874,33764.9,32833.9,33696.2
2021-04-27,32238,32784.7,32150,32742
2021-04-26,32221.2,32625,32150.5,32302.5
2021-04-23,31505,32169.9,31376.4,31709.6
2021-04-22,30798.5,31823.8,30589,31762.9
2021-04-20,31589,31784.3,30917,31120.5
2021-04-19,31105.2,31337.5,30451.6,31239.7
2021-04-16,32260,32439.2,31986.5,32075.7
2021-04-15,31950.2,32294.6,31450,32207
2021-04-13,31002,32019.9,30779.2,31865.6
2021-04-12,31821,31900,30610,30869.2
2021-04-09,32312,33174,32251.2,32617.5
2021-04-08,33331,33489.9,32851.5,32945.7
2021-04-07,32560.4,33370,32298.3,33151.4
2021-04-06,33021,33175,32461.7,32691.5
2021-04-05,33925,33999,32412,32817.2
2021-04-01,33693,34250,33390.1,34155.2
2021-03-31,33939.7,33945.8,33266.3,33478.4
2021-03-30,33915.2,34180,33693.6,34046.8
2021-03-26,33750,33834.4,33336.8,33584.7
2021-03-25,33408.4,33590,32391.7,33027.8
2021-03-24,33888.8,34016.7,33254.9,33358.3
2021-03-23,33760,34424.9,33635,34244.1
2021-03-22,34035.3,34189.9,33413,33685.2
2021-03-19,33600.3,34450,33380.1,34205.6
2021-03-18,34579.8,34820,33668.6,33888.2
2021-03-17,34900,35184.2,34230.2,34360.7
2021-03-16,35425,35494,34790,34923.4
2021-03-15,35485.5,35544,34455,35304.7
2021-03-12,36505.2,36554,35206.6,35522.1
2021-03-10,36244,36244,35816,36007.8
2021-03-09,35668,36154,35604,35933
2021-03-08,35501.1,35888.5,35100,35316.1
2021-03-05,35500,35660,34887.9,35288
2021-03-04,35726.2,36421.2,35530,35879.8
2021-03-03,35750,36581,35666.8,36491.8
2021-03-02,35460.1,35754.8,34983.1,35454.8
2021-03-01,35350,35615,34983.1,35324.6
2021-02-26,36000,36080,34660,34870.3
2021-02-25,36502,37243.4,36482.3,36555.1
2021-02-24,35090,36553.8,35035,36468.7
2021-02-23,35580,35715,34988.8,35119.8
2021-02-22,35622.3,36116,35075,35254.6
2021-02-19,36402,36680,35570.2,35849.8
2021-02-18,37075,37125.2,36352,36603.3
2021-02-17,37050.1,37400.6,36820,36976
2021-02-16,37550,37770,36832.6,37218.2
2021-02-15,36455,37544,36423.5,37402.7
2021-02-12,35770,36347.8,35720.2,36133.8
2021-02-11,35750,36067,35630,35808.8
2021-02-10,35960,36253,35462.8,35875.4
2021-02-09,36580,36580,35639,36046
2021-02-08,36140,36503.5,35860,36013.8
2021-02-05,35575.9,36640,35527,35666
2021-02-04,34551.1,35488,34343.6,35352.1
2021-02-03,34675,34998.9,34097.5,34841.8
2021-02-02,33610,34740.5,33601,34392.7
2021-02-01,30994.9,33484.9,30942.5,33276.3
2021-01-29,30639.5,31238,30291.2,30679.2
2021-01-28,29886.1,30410.8,29661,30306.8
2021-01-27,31165.4,31249.9,30177.1,30328.4
2021-01-25,31470,31700,30989.9,31181.2
2021-01-22,32200.2,32227,31123,31197.8
2021-01-21,32749,32899,32001.5,32228.8
2021-01-20,32426.2,32664.9,32354.3,32584.7
2021-01-19,32085.5,32569.8,31919,32520.9
2021-01-18,32315.7,32467.9,31691.7,31815.7
2021-01-15,32600,32610,32105,32314
2021-01-14,32600,32861.4,32562.1,32647.8
2021-01-13,32603,32758.2,32251.9,32685.2
2021-01-12,31850,32508.9,31810,32455
2021-01-11,32480,32480,31888,32096.2
2021-01-08,32305.1,32338,32080.2,32172.7
2021-01-07,32106,32295,32034,32078.8
2021-01-06,31875,32089.7,31662.5,31903.1
2021-01-05,31130,31844,31011.1,31798.8
2021-01-04,31450.2,31599,30930.8,31326.5
2021-01-01,31250,31425,31250,31309.4
2020-12-31,31284,31427.9,31079,31281.2
2020-12-30,31489,31549.5,31030,31338.2
2020-12-29,31060,31417,31022,31360.1
2020-12-28,30552,30975.4,30552,30928.3
2020-12-24,30041,30576.9,30021.6,30437.2
2020-12-23,29580.2,29950,29472.3,29908.5
2020-12-22,29515,29760,29000.1,29646.6
2020-12-21,30375,30597.8,29222,29418
2020-12-18,30798,30865.5,30380.1,30735.8
2020-12-17,30841.9,30998,30652.2,30844.4
2020-12-16,30823.6,30925,30526.6,30770.5
2020-12-15,30700,30780.6,30344,30706.6
2020-12-14,30702.4,30890,30656.1,30788.4
2020-12-11,30675,30865,30337,30609.2
2020-12-10,30580,30690,30255,30621.8
2020-12-09,30400,30877,30355,30763.7
2020-12-08,30340,30449.9,30104.2,30314
2020-12-07,30165.2,30444,30021,30290.5
2020-12-04,29350,30277,29350,30191
2020-12-03,29543,29890,29436.7,29542.2
2020-12-02,29865.5,29912,29202,29603
2020-12-01,29785.2,29990,29526,29892.2
2020-11-27,29650,29780,29381.9,29667.2
2020-11-26,29300,29626.8,28901.1,29534.4
2020-11-25,29953,30190,29148.2,29208.7
2020-11-24,29200,29783,29151.2,29729.9
2020-11-23,29430,29641,28802.2,29010.4
2020-11-20,28949.2,29412,28562.2,29244.9
2020-11-19,29375.5,29608,28820,28912
2020-11-18,29050,29790,29037,29756.4
2020-11-17,28750,29213,28707,29151.9
2020-11-14,28500,28745,28451,28596.4
2020-11-13,28127.8,28568,27712.4,28511.9
2020-11-12,28655.4,28680.2,28085.6,28316.3
2020-11-11,28698.2,28999,28165,28815.7
2020-11-10,28000,28796.7,27832.3,28640
2020-11-09,27050,27594.4,27021.6,27523.2
2020-11-06,26249.9,26845,26115.2,26749.2
2020-11-05,26177.2,26363.2,26001,26296.6
2020-11-04,25588,25913.7,25091.8,25795
2020-11-03,25110,25735,25070.5,25669.5
2020-11-02,24245.2,25163.5,24100.5,24931.2
2020-10-30,24050,24277,23565,23924.5
2020-10-29,23999.7,24341.3,23791,24081
2020-10-28,23698,24795,23698,24214.2
2020-10-27,24311,24797,23894.9,24741.4
2020-10-26,24520,24550,23850.1,24109.2
2020-10-23,24660,24789,24379.2,24537
2020-10-22,24500,24740,24307.9,24558
2020-10-21,24484,24880.7,24102.4,24665
2020-10-20,24165,24460.5,24086.4,24351.8
2020-10-19,23895,24409.8,23786,24346.7
2020-10-16,23201.2,23717,23183,23584.2
2020-10-15,23970,24140,22995.5,23110.3
2020-10-14,23369.1,24023,23212,23951
2020-10-13,23699,23840,23450,23562.2
2020-10-12,23935.4,24217,23588.4,23767
2020-10-09,23251,23965,23151,23903.2
2020-10-08,23180,23480,23060,23184.7
2020-10-07,22850,23109,22656.9,23018.9
2020-10-06,22723,22940.1,22542.8,22913.8
2020-10-05,22319.5,22840,22267.5,22425.2
2020-10-01,21676,22367.2,21665,22316
2020-09-30,21423.2,21580.6,21141.2,21464.2
2020-09-29,21763,21839.8,21312.7,21450.2
2020-09-28,21100.1,21765.9,21050,21724.5
2020-09-25,20710,21089,20431,20979.2
2020-09-24,20931.2,20979.8,20442.5,20488.9
2020-09-23,21350.9,21383.7,20830,21240.4
2020-09-22,21389,21516.7,20967.5,21183.7
2020-09-21,22025,22125,21290,21390.9
2020-09-18,22391.4,22520,21808.1,22078.4
2020-09-17,22340,22560,22300,22392
2020-09-16,22538,22748,22280,22671.3
2020-09-15,22195,22597,22084,22558.5
2020-09-14,22664.4,22820.5,22105,22190.2
2020-09-11,22450.5,22676,22226,22539
2020-09-10,22485,22725,22253.5,22506.6
2020-09-09,22500,22575,22129,22337.2
2020-09-08,22900,23093,22655,22748.9
2020-09-07,23016.4,23125.9,22721,22963.5
2020-09-04,23300,23440,22853.9,23026.7
2020-09-03,23938.8,24079.8,23453,23547.2
2020-09-02,23855,23974,23500.9,23921
2020-09-01,23850,24200,23508,23915.5
2020-08-31,24900,25270,23371,23743
2020-08-28,23679.9,24658.7,23601.5,24539.4
2020-08-27,23490,23716.2,23473.5,23611.4
2020-08-26,23150,23451.8,23070,23407.2
2020-08-25,22965,23168.7,22825,23078.2
2020-08-24,22327.2,22944.9,22327.2,22826.4
2020-08-21,22155.5,22378,22118,22282.8
2020-08-20,22022,22090,21765.3,21964.2
2020-08-19,22293,22466.2,22212.7,22307.3
2020-08-18,21745,22273,21627.2,22198.2
2020-08-17,21900,21925,21394,21734
2020-08-14,22300.1,22318,21436,21668.8
2020-08-13,22401,22444,22122.5,22189.5
2020-08-12,22122.4,22385,22000.6,22316.3
2020-08-11,21900,22345,21900,22296.4
2020-08-10,21851,22099,21802,21956.4
2020-08-07,21600,21835,21435.5,21771.4
2020-08-06,21685,21969,21370,21642
2020-08-05,21699,21999.9,21464,21559
2020-08-04,21300,21633,21106,21551.9
2020-08-03,21480,21549.7,21085.4,21165.9
2020-07-31,21647.9,21827.6,21400.7,21691.5
2020-07-30,22090,22259.8,21562.2,21654.8
2020-07-29,22087,22440,21964.2,22129.6
2020-07-28,21921.5,22307,21630,22176.5
2020-07-27,22620.2,22647.5,21818.8,21859.4
2020-07-24,22850,22901,22321,22611.3
2020-07-23,22765.4,23140,22703.5,23095.2
2020-07-22,23125,23148.5,22573.7,22803.8
2020-07-21,22620,22899.7,22512,22815.8
2020-07-20,22231,22474,22122.4,22287.3
2020-07-17,21459.5,22081,21459.5,21971.1
2020-07-16,21400,21647.5,21025,21571.3
2020-07-15,21645.2,21940,21212.1,21321
2020-07-14,21942.5,21944,21212.9,21396.5
2020-07-13,22625,22664.4,22028,22174.5
2020-07-10,22755.7,22820,22325.4,22435.9
2020-07-09,22719.2,22980,22650,22908.1
2020-07-08,22618,23118.2,22532.9,22610.8
2020-07-07,22210,22656,22000.9,22603.3
2020-07-06,22201,22444,22141,22226.3
2020-07-03,22149,22162,21750,21843.9
2020-07-02,22080.8,22289.7,21827,21977.3
2020-07-01,21190,22014,21155,21930.5
2020-06-30,21443,21553.2,21036,21213.9
2020-06-29,21251,21325.9,20886.4,21235.2
2020-06-26,21600,21717,21167,21462.2
2020-06-25,21174.9,21717.7,20906.4,21503.2
2020-06-24,22494.9,22494.9,21300.3,21400.6
2020-06-23,21779.2,22360,21622.2,22291.8
2020-06-22,21450,22126.9,21351.2,21697
2020-06-19,20890,21464.2,20826,21308.9
2020-06-18,20080,20975,19977.2,20912.7
2020-06-17,20048.6,20620.5,19917,20147.5
2020-06-16,20503,20635,19435.8,20254.4
2020-06-15,20405.7,20430.2,19655,19911.5
2020-06-12,19555,20728,19555,20624.5
2020-06-11,20917.7,21239.7,20443,20508.9
2020-06-10,20685,21300,20640,21119.4
2020-06-09,21201,21590,20576,20677.9
2020-06-08,21685.4,21775,20870.4,21161.6
2020-06-05,20431,21192.5,20388,21016.4
2020-06-04,20862.7,21080,20233.3,20380
2020-06-03,20935,21611.5,20739.2,20882.4
2020-06-02,19880,20584,19750,20466.4
2020-06-01,19490.4,20179.8,19450,19894.1
2020-05-29,18918,19183.2,18655.8,19099.2
2020-05-28,18816.5,19436,18748.5,19162
2020-05-27,17556.8,18863.3,17484.6,18663
2020-05-26,17525,17690,17261.6,17445.2
2020-05-22,17499.5,17900,17006,17216.1
2020-05-21,17923.3,18175,17565.6,17644.9
2020-05-20,17390,18027,17351.7,17836.7
2020-05-19,17735,18165,17318,17438.8
2020-05-18,18705.1,18711.1,17458.3,17531.6
2020-05-15,19079.6,19079.7,18651,18807.7
2020-05-14,19225.7,19340.5,18957.2,19038.8
2020-05-13,19950,20199,19423,19617
2020-05-12,18696,18991,18209,18839.1
2020-05-11,19489.9,19700,18855,18914.4
2020-05-08,19825,19950,19210,19284.7
2020-05-07,19470,19743.4,19300,19505.3
2020-05-06,19219.2,19819,18900,19672
2020-05-05,19906,20098,19164.4,19246.4
2020-05-04,20600,20600,19505,19632.8
2020-04-30,21550.2,21984.9,21342.9,21527.8
2020-04-29,20540,21359.9,20401,21128.1
2020-04-28,20399.5,20749,20242,20676.1
2020-04-27,19690,20240,19690,20107.1
2020-04-24,19734.8,19860,19381,19517.1
2020-04-23,19798,20299.9,19539.9,20182.8
2020-04-22,19240,19837.8,19002,19677.4
2020-04-21,19825,19880,19167,19333.9
2020-04-20,21086.9,21099.9,20374,20482.2
2020-04-17,20350,20934.2,19624.3,20748.8
2020-04-16,18905.4,19554.9,18601,19424.3
2020-04-15,19986,20219,18661.4,18989.7
2020-04-13,19680,19826.3,19185,19484.1
2020-04-09,19488.8,19888,19071,19768.3
2020-04-08,18816,20599,18495,18889.5
2020-04-07,18254.5,19250,17921,19172
2020-04-03,18226.1,18226.1,17075,17175.8
2020-04-01,18900,18996,17962.7,18171.2
2020-03-31,19284.7,19500,18817.7,19135.5
2020-03-30,19086,19820,18676,18799.5
2020-03-27,20251,21272.8,19350.4,19778.7
2020-03-26,18700,20279.8,18335.5,19597.9
2020-03-25,16800,18735.5,16600.2,18487
2020-03-24,17550,17950,16020.6,16929.8
2020-03-23,18265,19200,16741.5,16881
2020-03-20,19960,20933,19217.8,20294.4
2020-03-19,19499,20971.2,18787.7,20028.5
2020-03-18,22199,22351,20150,20518
2020-03-17,23193.3,23448,21840,22037
2020-03-16,24311.3,24434,22766.2,22960.8
2020-03-13,22600,25591.9,21000,25028.9
2020-03-12,25190,25344,23381,23845
2020-03-11,26350,26818,26215.5,26490.4
2020-03-09,27111.1,27244,25935,26525.8
2020-03-06,27710.2,28063.7,27280,27783
2020-03-05,28840,29180,28547,28829.3
2020-03-04,29115,29299.9,28158.3,28753
2020-03-03,29080,29328.2,28752.6,29223.8
2020-03-02,29355.5,29648,28600,28885.2
2020-02-28,29625,29665.2,28970.2,29053.9
2020-02-27,30265,30265,29951.2,30183.5
2020-02-26,30230,30517.1,30125.5,30315.5
2020-02-25,30500,30633.4,30351.5,30467.9
2020-02-24,30615,30688.8,30393.4,30423
2020-02-20,30784,31098.4,30698.6,30938.7
2020-02-19,30875,30940,30652,30856.4
2020-02-18,30655.9,30707.2,30282.5,30581.4
2020-02-17,30894.2,31014.9,30640,30776.4
2020-02-14,31280,31470.9,30774.5,30902.1
2020-02-13,31565.1,31626.7,31188.9,31231.4
2020-02-12,31516.5,31619.8,31458.4,31566.9
2020-02-11,31271.5,31516.4,31265,31383.3
2020-02-10,31215.2,31259.9,31003.9,31109.9
2020-02-07,31339.9,31363.9,31110,31240.4
2020-02-06,31200,31530.9,30956.7,31332.9
2020-02-05,30760,31116.6,30631.2,31050.4
2020-02-04,30300,30798.8,30191,30718.5
2020-02-03,29729.9,30110,29530,30032.2
