date,open,high,low,close,volume,bar_type,swing_point,swing_high,swing_low,swing,mvf,ldv,weekly_open,weekly_high,weekly_low,weekly_close,lwv,direction,dow_point,peak,trough,intersection,dow_cross
2025-12-01 09:00:00,181.75,182.0,181.75,182.0,3,DB,,,,,,0,,,,,,,,,,,
2025-12-01 09:15:00,182.0,182.0,181.75,181.85,8,ISB,,,,,,0,,,,,,,,,,,
2025-12-01 09:30:00,181.85,181.9,181.85,181.9,3,ISB,,,,,,0,,,,,,,,,,,
2025-12-01 09:45:00,181.9,181.9,181.9,181.9,1,ISB,,,,,,0,,,,,,,,,,,
2025-12-01 10:00:00,181.9,181.95,181.9,181.95,2,ISB,,,,,,0,,,,,,,,,,,
2025-12-01 10:15:00,181.95,181.95,181.95,181.95,0,ISB,,,,,,0,,,,,,,,,,,
2025-12-01 10:30:00,181.95,181.95,181.95,181.95,1,ISB,,,,,,0,,,,,,,,,,,
2025-12-01 10:45:00,181.95,181.95,181.8,181.8,2,ISB,,,,,,0,,,,,,,,,,,
2025-12-01 11:00:00,181.8,181.8,181.8,181.8,0,ISB,,,,,,0,,,,,,,,,,,
2025-12-01 11:15:00,181.8,181.85,181.8,181.85,1,ISB,,,,,,0,,,,,,,,,,,
2025-12-01 11:30:00,181.85,182.0,181.85,181.95,19,ISB,,,,,,0,,,,,,,,,,,
2025-12-01 11:45:00,181.95,182.0,181.95,181.95,12,ISB,,,,,,0,,,,,,,,,,,
2025-12-01 12:00:00,181.95,182.0,181.95,182.0,5,ISB,,,,,,0,,,,,,,,,,,
2025-12-01 12:15:00,182.0,182.0,181.95,181.95,1,ISB,,,,,,1,,,,,,,,,,,
2025-12-01 12:30:00,181.95,182.0,181.85,181.85,5,ISB,,,,,,0,,,,,,,,,,,
2025-12-01 12:45:00,181.85,181.85,181.85,181.85,0,ISB,,,,,,0,,,,,,,,,,,
2025-12-01 13:00:00,181.85,181.85,181.8,181.8,3,ISB,,,,,,0,,,,,,,,,,,
2025-12-01 13:15:00,181.8,181.8,181.7,181.75,17,DB,,,,,,0,,,,,,,,,,,
2025-12-01 13:30:00,181.7,181.7,181.7,181.7,6,ISB,,,,,,0,,,,,,,,,,,
2025-12-01 13:45:00,181.7,181.7,181.7,181.7,4,ISB,,,,,0.16483516483517108,0,,,,,,,,,,,
2025-12-01 14:00:00,181.7,181.75,181.65,181.75,11,DB,,,,,0.1648804616652833,1,,,,,,,,,,,
2025-12-01 14:15:00,181.75,181.75,181.65,181.65,6,ISB,,,,,0.1648804616652833,0,,,,,,,,,,,
2025-12-01 14:30:00,181.65,181.65,181.45,181.45,14,DB,181.45,,181.45,low,0.2748007694421544,0,,,,,,-1.0,181.45,0.0,,181.45,181.45
2025-12-01 14:45:00,181.45,181.55,181.45,181.55,1,ISB,,,,,0.2748007694421544,0,,,,,,1.0,0.0,,181.45,0.0,0.0
2025-12-01 15:00:00,181.55,181.55,181.45,181.45,17,ISB,,,,,0.2748007694421544,0,,,,,,-1.0,181.45,0.0,,181.45,181.45
2025-12-01 15:15:00,181.45,181.55,181.45,181.55,8,ISB,,,,,0.2748007694421544,1,,,,,,1.0,0.0,,181.45,0.0,0.0
2025-12-01 15:30:00,181.55,181.6,181.55,181.55,11,ISB,,,,,0.247252747252741,0,,,,,,-1.0,181.45,,181.45,,
2025-12-01 15:45:00,181.55,181.7,181.55,181.7,2,DB,,,,,0.247252747252741,0,,,,,,-1.0,181.45,,181.45,,
2025-12-01 16:00:00,181.7,181.7,181.7,181.7,0,ISB,,,,,0.16483516483517108,0,,,,,,-1.0,181.45,,181.45,,
2025-12-01 16:15:00,181.7,181.75,181.7,181.7,5,DB,,,,,0.16483516483517108,0,,,,,,-1.0,181.45,,181.45,,
2025-12-01 16:30:00,181.7,181.75,181.7,181.75,16,ISB,,,,,0.16483516483517108,1,,,,,,-1.0,181.45,,181.45,,
2025-12-01 16:45:00,181.75,181.75,181.75,181.75,0,ISB,,,,,0.13736263736263737,0,,,,,,-1.0,181.45,,181.45,,
2025-12-01 17:00:00,181.75,181.8,181.65,181.65,2,OSB,,,,,0.1648804616652833,0,,,,,,-1.0,181.45,,181.45,,
2025-12-01 17:15:00,181.65,181.75,181.65,181.75,3,ISB,,,,,0.10998075336815431,0,,,,,,-1.0,181.45,,181.45,,
2025-12-01 17:30:00,181.75,181.85,181.75,181.85,4,DB,,,,,0.05499037668407716,0,,,,,,-1.0,181.45,,181.45,,
2025-12-01 17:45:00,181.85,181.9,181.85,181.9,3,DB,,,,,0.02748763056625144,0,,,,,,-1.0,181.45,,181.45,,
2025-12-01 18:00:00,181.9,181.9,181.9,181.9,0,ISB,,,,,0.0,0,,,,,,-1.0,181.45,,181.45,,
2025-12-01 18:15:00,181.9,182.0,181.9,182.0,5,DB,,,,,0.05494505494505182,0,,,,,,-1.0,181.45,,181.45,,
2025-12-01 18:30:00,182.0,182.1,181.95,182.1,5,DB,,,,,0.0823723228995089,0,,,,,,-1.0,181.45,,181.45,,
2025-12-01 18:45:00,182.1,182.1,182.05,182.1,18,ISB,,,,,0.02745744096649256,0,,,,,,-1.0,181.45,,181.45,,
2025-12-01 19:00:00,182.1,182.1,182.1,182.1,0,ISB,,,,,0.0,0,,,,,,-1.0,181.45,,181.45,,
2025-12-01 19:15:00,182.1,182.3,182.1,182.25,14,DB,182.3,182.3,,high,0.08230452674897432,0,,,,,,-1.0,181.45,,181.45,,
2025-12-01 19:30:00,182.25,182.25,182.1,182.1,7,ISB,,,,,0.0,0,,,,,,-1.0,181.45,,181.45,,
2025-12-01 19:45:00,182.1,182.2,182.05,182.05,3,DB,182.05,,182.05,low,0.0,0,,,,,,-1.0,181.45,,182.05,,
2025-12-01 20:00:00,182.05,182.05,182.05,182.05,1,ISB,,,,,0.0,0,,,,,,-1.0,182.05,182.3,,182.05,182.05
2025-12-01 20:15:00,182.05,182.2,182.05,182.2,5,ISB,,,,,0.08232711306255613,0,,,,,,1.0,182.3,182.3,,,
2025-12-01 20:30:00,182.15,182.15,182.15,182.15,1,ISB,,,,,0.0,0,,,,,,1.0,182.3,182.3,,,
2025-12-01 20:45:00,182.15,182.15,182.15,182.15,0,ISB,,,,,0.0,0,,,,,,1.0,182.3,182.3,,,
2025-12-01 21:00:00,182.15,182.15,182.15,182.15,1,ISB,,,,,0.0,1,,,,,,1.0,182.3,182.3,,,
2025-12-01 21:15:00,182.15,182.15,182.15,182.15,0,ISB,,,,,0.0,1,,,,,,1.0,182.3,182.3,,,
2025-12-01 21:30:00,182.15,182.3,182.15,182.3,3,DB,,,,,0.08228195282501682,0,,,,,,1.0,182.3,,182.05,182.3,182.3
2025-12-01 21:45:00,182.3,182.35,182.3,182.35,8,DB,,,,,0.027419797093492154,0,,,,,,-1.0,182.05,,182.05,,
2025-12-01 22:00:00,182.35,182.45,182.35,182.35,14,DB,,,,,0.0,0,,,,,,-1.0,182.05,,182.05,,
2025-12-01 22:15:00,182.35,182.7,182.3,182.3,32,OSB,,,,,0.0,1,,,,,,-1.0,182.05,,182.05,,
2025-12-01 22:30:00,182.3,182.3,182.3,182.3,0,ISB,,,,,0.0,1,,,,,,-1.0,182.05,,182.05,,
2025-12-01 22:45:00,182.3,182.5,182.3,182.5,1,ISB,,,,,0.10958904109588417,0,,,,,,-1.0,182.05,,182.05,,
2025-12-01 23:00:00,182.5,182.5,182.4,182.4,2,ISB,,,,,0.0,0,,,,,,-1.0,182.05,,182.05,,
2025-12-01 23:15:00,182.4,182.4,182.4,182.4,0,ISB,,,,,0.0,0,,,,,,-1.0,182.05,,182.05,,
2025-12-01 23:30:00,182.4,182.55,182.4,182.55,5,ISB,,,,,0.08216926869351174,0,,,,,,-1.0,182.05,,182.05,,
2025-12-01 23:45:00,182.55,182.8,182.55,182.8,14,DB,182.8,182.8,,high,0.13676148796498905,0,,,,,,-1.0,182.05,,182.05,,
2025-12-02 09:00:00,182.4,182.55,182.4,182.4,5,DB,182.4,,182.4,low,0.0,0,,,,,,-1.0,182.05,,182.4,,
2025-12-02 09:15:00,182.4,182.65,182.4,182.6,9,DB,,,,,0.10952902519166957,0,,,,,,-1.0,182.4,182.8,,182.4,182.4
2025-12-02 09:30:00,182.6,182.7,182.6,182.7,1,DB,182.7,182.7,,high,0.05473453749315507,0,,,,,,1.0,182.8,182.7,,,
2025-12-02 09:45:00,182.7,182.7,182.7,182.7,0,ISB,,,,,0.0,0,,,,,,1.0,182.7,,182.4,182.7,182.7
2025-12-02 10:00:00,182.7,182.7,182.5,182.7,5,DB,182.5,,182.5,low,0.10946907498631014,1,,,,,,-1.0,182.4,,182.5,,
2025-12-02 10:15:00,182.7,182.75,182.7,182.75,7,DB,,,,,0.02735978112175725,1,,,,,,-1.0,182.5,,182.5,,
2025-12-02 10:30:00,182.75,182.8,182.75,182.8,5,DB,,,,,0.02735229759300403,0,,,,,,-1.0,182.5,,182.5,,
2025-12-02 10:45:00,182.8,182.9,182.8,182.9,1,DB,,,,,0.05467468562055457,0,,,,,,-1.0,182.5,,182.5,,
2025-12-02 11:00:00,182.9,183.1,182.9,183.1,7,DB,,,,,0.10922992900053993,0,,,,,,-1.0,182.5,,182.5,,
2025-12-02 11:15:00,183.1,183.2,183.1,183.2,1,DB,,,,,0.05458515283842484,0,,,,,,-1.0,182.5,,182.5,,
2025-12-02 11:30:00,183.2,183.35,183.1,183.2,15,DB,183.35,183.35,,high,0.05458515283842484,0,,,,,,-1.0,182.5,,182.5,,
2025-12-02 11:45:00,183.2,183.3,183.2,183.2,6,ISB,,,,,0.0,1,,,,,,-1.0,182.5,,182.5,,
2025-12-02 12:00:00,183.2,183.25,182.9,182.9,4,DB,183.25,183.25,,high,0.0,0,,,,,,-1.0,182.5,,182.5,,
2025-12-02 12:15:00,182.9,182.9,182.9,182.9,0,ISB,,,,,0.0,0,,,,,,-1.0,182.5,,182.5,,
2025-12-02 12:30:00,182.9,183.2,182.9,182.95,4,ISB,,,,,0.027329871549594396,0,,,,,,-1.0,182.5,,182.5,,
2025-12-02 12:45:00,182.95,182.95,182.95,182.95,0,ISB,,,,,0.0,1,,,,,,-1.0,182.5,,182.5,,
2025-12-02 13:00:00,182.95,183.05,182.95,183.05,1,ISB,,,,,0.054629882545764945,0,,,,,,-1.0,182.5,,182.5,,
2025-12-02 13:15:00,183.05,183.05,183.05,183.05,0,ISB,,,,,0.0,0,,,,,,-1.0,182.5,,182.5,,
2025-12-02 13:30:00,183.05,183.05,183.05,183.05,0,ISB,,,,,0.0,0,,,,,,-1.0,182.5,,182.5,,
2025-12-02 13:45:00,183.05,183.3,183.05,183.05,8,DB,183.3,183.3,,high,0.0,1,,,,,,-1.0,182.5,,182.5,,
2025-12-02 14:00:00,183.05,183.1,183.05,183.1,2,ISB,,,,,0.027307482250127225,1,,,,,,-1.0,182.5,,182.5,,
2025-12-02 14:15:00,183.1,183.1,182.9,182.9,6,DB,182.9,,182.9,low,0.0,0,,,,,,-1.0,182.5,,182.9,,
2025-12-02 14:30:00,182.9,183.25,182.9,183.05,2,DB,183.25,183.25,,high,0.0819448238186319,1,,,,,,-1.0,182.9,183.25,,182.9,182.9
