date,open,high,low,close,volume,bar_type,swing_point,swing_high,swing_low,swing,mvf,ldv,weekly_open,weekly_high,weekly_low,weekly_close,lwv,direction,dow_point,peak,trough,intersection,dow_cross
2025-12-01 09:15:00,1451.9,1453.3,1442.5,1446.8,119000,DB,1442.5,,1442.5,low,,0,,,,,,,,,,,
2025-12-01 09:30:00,1446.8,1454.8,1445.5,1452.8,66000,DB,1454.8,1454.8,,high,,0,,,,,,-1.0,1442.5,,1442.5,,
2025-12-01 09:45:00,1452.8,1453.5,1444.0,1445.3,44500,DB,1444.0,,1444.0,low,,0,,,,,,-1.0,1442.5,,1444.0,,
2025-12-01 10:00:00,1445.3,1450.0,1444.5,1450.0,24500,ISB,,,,,,1,,,,,,-1.0,1444.0,,1444.0,,
2025-12-01 10:15:00,1450.0,1452.5,1449.6,1450.8,15500,ISB,,,,,,0,,,,,,-1.0,1444.0,,1444.0,,
2025-12-01 10:30:00,1450.8,1458.0,1450.8,1457.0,94500,DB,,,,,,0,,,,,,-1.0,1444.0,,1444.0,,
2025-12-01 10:45:00,1457.0,1458.7,1452.2,1454.5,55500,DB,1458.7,1458.7,,high,,0,,,,,,-1.0,1444.0,,1444.0,,
2025-12-01 11:00:00,1454.5,1455.5,1453.0,1455.1,11500,ISB,,,,,,0,,,,,,-1.0,1444.0,,1444.0,,
2025-12-01 11:15:00,1455.1,1455.6,1444.0,1444.9,74500,DB,,,,,,0,,,,,,-1.0,1444.0,1458.7,,1444.0,1444.0
2025-12-01 11:30:00,1444.9,1446.9,1442.4,1442.4,48000,DB,,,,,,0,,,,,,1.0,1458.7,1458.7,,,
2025-12-01 11:45:00,1442.4,1442.4,1437.1,1439.0,55500,DB,,,,,,0,,,,,,1.0,1458.7,1458.7,,,
2025-12-01 12:00:00,1439.0,1439.6,1437.1,1438.0,18000,ISB,,,,,,0,,,,,,1.0,1458.7,1458.7,,,
2025-12-01 12:15:00,1438.0,1439.8,1434.1,1439.7,72000,DB,1434.1,,1434.1,low,,1,,,,,,1.0,1458.7,1458.7,,,
2025-12-01 12:30:00,1439.7,1439.7,1436.5,1437.2,11000,ISB,,,,,,1,,,,,,1.0,1458.7,1458.7,,,
2025-12-01 12:45:00,1437.2,1437.3,1435.6,1437.1,21000,ISB,,,,,,1,,,,,,1.0,1458.7,1458.7,,,
2025-12-01 13:00:00,1437.1,1438.9,1436.7,1437.1,15000,ISB,,,,,,1,,,,,,1.0,1458.7,1458.7,,,
2025-12-01 13:15:00,1437.1,1439.3,1436.0,1437.0,12000,ISB,,,,,,1,,,,,,1.0,1458.7,1458.7,,,
2025-12-01 13:30:00,1437.0,1439.4,1436.2,1439.2,7000,ISB,,,,,,1,,,,,,1.0,1458.7,1458.7,,,
2025-12-01 13:45:00,1439.2,1445.0,1439.1,1443.0,35500,DB,,,,,,0,,,,,,1.0,1458.7,1458.7,,,
2025-12-01 14:00:00,1443.0,1445.8,1443.0,1444.3,15500,DB,1445.8,1445.8,,high,0.6745594713656357,0,,,,,,1.0,1458.7,1445.8,,,
2025-12-01 14:15:00,1444.3,1445.7,1443.5,1445.0,12500,ISB,,,,,0.6401431718061643,0,,,,,,1.0,1445.8,1445.8,,,
2025-12-01 14:30:00,1444.8,1445.0,1440.5,1440.5,31000,DB,,,,,1.1324639670555936,0,,,,,,1.0,1445.8,1445.8,,,
